,origin,destination,date,amount,transaction-type,x,y
53,4444498350742344,408,2020-09-11 05:49:39,10,money,3.1621383420000484,48.39544500000005
54,4444498350742344,196,2020-09-18 08:54:27,35,money,3.1621383420000484,48.39544500000005
55,4444498350742344,239,2020-09-12 00:02:59,27,money,3.1621383420000484,48.39544500000005
56,4444498350742344,197,2020-10-07 14:29:20,16,money,3.1621383420000484,48.39544500000005
57,4444498350742344,460,2020-09-18 15:30:34,12,money,3.1621383420000484,48.39544500000005
58,4444498350742344,251,2020-09-25 03:20:22,37,money,3.1621383420000484,48.39544500000005
59,4444498350742344,100,2020-09-27 07:54:25,17,money,3.1621383420000484,48.39544500000005
60,4444498350742344,44,2020-10-04 03:11:32,5,money,3.1621383420000484,48.39544500000005
61,4767066135127005,16,2020-09-25 15:05:06,12,money,-89.85367499999995,30.768785000000037
62,4767066135127005,260,2020-09-29 19:06:19,19,money,-89.85367499999995,30.768785000000037
63,4767066135127005,398,2020-09-27 15:33:32,49,money,-89.85367499999995,30.768785000000037
64,4767066135127005,449,2020-09-16 02:31:17,33,money,-89.85367499999995,30.768785000000037
65,4767066135127005,373,2020-09-19 11:23:30,1,money,-89.85367499999995,30.768785000000037
66,4767066135127005,181,2020-09-13 16:59:44,22,money,-89.85367499999995,30.768785000000037
67,4767066135127005,183,2020-09-10 16:57:21,9,money,-89.85367499999995,30.768785000000037
68,4767066135127005,182,2020-09-22 20:03:54,10,money,-89.85367499999995,30.768785000000037
69,373213263377432,154,2020-09-11 06:10:51,6,money,-77.01143999999994,39.25848000000008
70,373213263377432,360,2020-09-14 11:39:14,31,money,-77.01143999999994,39.25848000000008
71,373213263377432,223,2020-09-19 13:50:08,13,money,-77.01143999999994,39.25848000000008
72,373213263377432,335,2020-09-21 14:51:08,49,money,-77.01143999999994,39.25848000000008
73,373213263377432,343,2020-10-05 18:16:07,35,money,-77.01143999999994,39.25848000000008
74,373213263377432,417,2020-10-07 07:46:05,45,money,-77.01143999999994,39.25848000000008
75,373213263377432,456,2020-09-08 13:53:34,38,money,-77.01143999999994,39.25848000000008
76,4768276507900553,376,2020-10-01 11:38:05,23,money,-77.32303999999993,39.41316000000006
77,4768276507900553,399,2020-09-17 09:36:32,50,money,-77.32303999999993,39.41316000000006
78,213194804091415,253,2020-09-25 09:21:13,10,money,-91.71199999999999,40.83626140000007
79,213194804091415,335,2020-09-19 04:30:11,47,money,-91.71199999999999,40.83626140000007
80,213194804091415,450,2020-09-25 16:40:34,50,money,-91.71199999999999,40.83626140000007
81,213194804091415,305,2020-09-15 08:55:04,3,money,-91.71199999999999,40.83626140000007
82,213194804091415,177,2020-09-21 17:15:23,46,money,-91.71199999999999,40.83626140000007
83,213194804091415,334,2020-09-23 01:23:32,45,money,-91.71199999999999,40.83626140000007
84,213194804091415,379,2020-10-02 03:26:01,22,money,-91.71199999999999,40.83626140000007
85,213194804091415,3,2020-09-25 04:27:55,44,money,-91.71199999999999,40.83626140000007
86,6011042722916141,103,2020-09-12 04:42:43,9,money,34.86077400000005,32.18942591600006
87,6011042722916141,150,2020-09-20 06:34:11,5,money,34.86077400000005,32.18942591600006
88,6011042722916141,229,2020-09-21 20:09:17,7,money,34.86077400000005,32.18942591600006
89,6011042722916141,126,2020-09-26 16:03:48,20,money,34.86077400000005,32.18942591600006
90,6565225012590797,297,2020-09-16 09:49:22,38,money,-90.33841999999999,30.87907000000007
91,6565225012590797,461,2020-09-09 12:08:57,15,money,-90.33841999999999,30.87907000000007
92,6565225012590797,30,2020-10-02 09:02:35,34,money,-90.33841999999999,30.87907000000007
93,6565225012590797,290,2020-09-14 09:36:33,46,money,-90.33841999999999,30.87907000000007
94,6565225012590797,484,2020-09-27 03:43:40,42,money,-90.33841999999999,30.87907000000007
95,180088012663537,194,2020-09-27 15:01:49,49,money,12.202600000000075,49.73941509300005
96,180088012663537,335,2020-09-12 02:29:21,38,money,12.202600000000075,49.73941509300005
97,180088012663537,334,2020-09-12 21:36:22,10,money,12.202600000000075,49.73941509300005
98,180088012663537,210,2020-09-19 06:12:27,18,money,12.202600000000075,49.73941509300005
99,180088012663537,160,2020-09-13 07:13:28,8,money,12.202600000000075,49.73941509300005
100,180088012663537,497,2020-09-21 22:44:35,44,money,12.202600000000075,49.73941509300005
101,4876093239004272515,363,2020-09-24 02:57:00,11,money,42.19154087100003,27.94849000000005
102,4876093239004272515,147,2020-09-28 08:30:53,23,money,42.19154087100003,27.94849000000005
103,4876093239004272515,431,2020-09-25 06:19:45,47,money,42.19154087100003,27.94849000000005
104,4876093239004272515,23,2020-10-01 04:06:20,33,money,42.19154087100003,27.94849000000005
105,4876093239004272515,499,2020-09-22 22:59:40,38,money,42.19154087100003,27.94849000000005
106,4876093239004272515,269,2020-10-03 12:48:55,4,money,42.19154087100003,27.94849000000005
107,4876093239004272515,60,2020-09-17 23:00:41,34,money,42.19154087100003,27.94849000000005
108,4876093239004272515,419,2020-09-19 16:13:10,46,money,42.19154087100003,27.94849000000005
109,4876093239004272515,360,2020-09-09 19:30:05,19,money,42.19154087100003,27.94849000000005
110,378406947139161,1,2020-09-30 10:25:23,24,money,-103.22346199144407,40.606163085514204
111,378406947139161,36,2020-10-05 01:12:48,27,money,-103.22346199144407,40.606163085514204
112,378406947139161,494,2020-09-30 20:01:27,34,money,-103.22346199144407,40.606163085514204
113,378406947139161,331,2020-09-30 21:21:52,9,money,-103.22346199144407,40.606163085514204
114,378406947139161,110,2020-09-14 03:36:44,19,money,-103.22346199144407,40.606163085514204
115,378406947139161,321,2020-09-20 09:29:00,33,money,-103.22346199144407,40.606163085514204
116,378406947139161,96,2020-10-07 06:42:40,2,money,-103.22346199144407,40.606163085514204
117,378406947139161,467,2020-10-02 19:37:45,49,money,-103.22346199144407,40.606163085514204
118,378406947139161,42,2020-09-08 14:15:19,46,money,-103.22346199144407,40.606163085514204
119,060476646512,473,2020-09-12 11:08:50,11,money,-81.81847723544287,37.084280642427814
120,060476646512,293,2020-09-22 04:56:48,23,money,-81.81847723544287,37.084280642427814
121,060476646512,364,2020-09-12 04:57:14,24,money,-81.81847723544287,37.084280642427814
122,060476646512,464,2020-09-26 05:24:58,6,money,-81.81847723544287,37.084280642427814
123,060476646512,71,2020-09-28 15:24:00,7,money,-81.81847723544287,37.084280642427814
124,3566517315644859,275,2020-09-08 15:16:46,34,money,-83.97749092155019,35.815461411240385
125,3566517315644859,368,2020-10-04 20:35:28,20,money,-83.97749092155019,35.815461411240385
126,3566517315644859,57,2020-09-08 19:05:13,26,money,-83.97749092155019,35.815461411240385
127,3566517315644859,199,2020-09-24 15:50:08,39,money,-83.97749092155019,35.815461411240385
128,3566517315644859,242,2020-09-20 11:10:09,4,money,-83.97749092155019,35.815461411240385
129,180060358732945,203,2020-09-25 20:44:42,5,money,5.268813302000069,49.02952000000005
130,180060358732945,481,2020-09-23 04:53:58,48,money,5.268813302000069,49.02952000000005
131,3584561596471929,39,2020-09-09 03:13:33,48,money,-72.23556541965753,44.41795839390723
132,3584561596471929,277,2020-09-10 22:55:03,27,money,-72.23556541965753,44.41795839390723
133,3584561596471929,196,2020-09-15 11:23:58,28,money,-72.23556541965753,44.41795839390723
134,3584561596471929,400,2020-10-04 09:38:48,4,money,-72.23556541965753,44.41795839390723
135,3584561596471929,451,2020-09-19 01:58:33,37,money,-72.23556541965753,44.41795839390723
136,501844659034,295,2020-09-19 09:24:06,6,money,-82.55053499999997,35.595245000000034
137,501844659034,168,2020-09-09 18:16:04,9,money,-82.55053499999997,35.595245000000034
138,501844659034,113,2020-09-22 19:07:24,41,money,-82.55053499999997,35.595245000000034
139,501844659034,292,2020-10-05 08:25:49,4,money,-82.55053499999997,35.595245000000034
140,501844659034,216,2020-09-09 03:36:39,30,money,-82.55053499999997,35.595245000000034
141,501844659034,374,2020-09-17 12:30:52,48,money,-82.55053499999997,35.595245000000034
142,501844659034,497,2020-09-28 01:10:27,24,money,-82.55053499999997,35.595245000000034
143,501844659034,99,2020-09-24 09:36:01,43,money,-82.55053499999997,35.595245000000034
144,501844659034,203,2020-10-01 01:56:11,20,money,-82.55053499999997,35.595245000000034
145,501844659034,296,2020-10-07 13:05:05,25,money,-82.55053499999997,35.595245000000034
146,4846470267403843,458,2020-09-26 14:49:07,37,money,13.927205000000072,40.71951298400006
147,4846470267403843,300,2020-10-01 21:46:11,16,money,13.927205000000072,40.71951298400006
148,4846470267403843,436,2020-09-29 09:07:34,11,money,13.927205000000072,40.71951298400006
149,4846470267403843,276,2020-09-23 13:15:48,40,money,13.927205000000072,40.71951298400006
150,4846470267403843,165,2020-10-07 12:56:03,48,money,13.927205000000072,40.71951298400006
151,4846470267403843,273,2020-10-01 12:53:37,8,money,13.927205000000072,40.71951298400006
152,4846470267403843,316,2020-09-17 19:05:58,18,money,13.927205000000072,40.71951298400006
153,4846470267403843,404,2020-09-10 00:49:20,40,money,13.927205000000072,40.71951298400006
154,4846470267403843,494,2020-09-29 03:11:43,1,money,13.927205000000072,40.71951298400006
155,6011598435540841,20,2020-09-25 03:19:31,21,money,-88.02836112514801,41.59257392732042
156,6011598435540841,65,2020-10-02 21:55:21,6,money,-88.02836112514801,41.59257392732042
157,6011598435540841,8,2020-09-08 12:55:49,50,money,-88.02836112514801,41.59257392732042
158,3518859944992773,93,2020-09-20 06:01:54,31,money,-3.101248041999952,48.599995000000035
159,3518859944992773,168,2020-09-15 22:59:25,14,money,-3.101248041999952,48.599995000000035
160,377771909177264,461,2020-09-24 02:44:26,40,money,23.612462851000032,56.23597250000006
161,377771909177264,427,2020-09-09 16:12:03,9,money,23.612462851000032,56.23597250000006
162,372010569822892,499,2020-09-08 21:57:39,47,money,-92.88790227078925,30.688398375116666
163,372010569822892,269,2020-09-30 20:11:33,9,money,-92.88790227078925,30.688398375116666
164,3597265026485039,136,2020-09-11 18:50:22,33,money,-87.85748999999998,39.775900000000036
165,3597265026485039,302,2020-09-12 07:07:20,31,money,-87.85748999999998,39.775900000000036
166,3597265026485039,445,2020-09-21 04:43:32,40,money,-87.85748999999998,39.775900000000036
167,3597265026485039,299,2020-10-01 06:47:48,46,money,-87.85748999999998,39.775900000000036
168,3597265026485039,139,2020-09-10 13:23:13,43,money,-87.85748999999998,39.775900000000036
169,3597265026485039,114,2020-10-08 09:35:09,22,money,-87.85748999999998,39.775900000000036
170,3597265026485039,9,2020-09-29 01:22:40,6,money,-87.85748999999998,39.775900000000036
171,3597265026485039,230,2020-09-23 06:49:37,10,money,-87.85748999999998,39.775900000000036
172,3569662761931249,97,2020-10-02 04:26:02,10,money,-80.94583129999995,38.30405590000004
173,3569662761931249,457,2020-09-18 20:25:09,15,money,-80.94583129999995,38.30405590000004
174,3569662761931249,326,2020-09-18 00:03:53,38,money,-80.94583129999995,38.30405590000004
175,30249746698668,1,2020-09-30 00:34:43,36,money,-88.98458773638168,40.45088788495284
176,30249746698668,76,2020-09-29 02:48:42,43,money,-88.98458773638168,40.45088788495284
177,30249746698668,455,2020-09-20 07:05:24,48,money,-88.98458773638168,40.45088788495284
178,30249746698668,337,2020-09-28 18:38:06,17,money,-88.98458773638168,40.45088788495284
179,30249746698668,344,2020-09-11 11:01:55,32,money,-88.98458773638168,40.45088788495284
180,630451627198,220,2020-10-06 19:04:02,34,money,6.915958255000021,49.84433000000007
181,630451627198,71,2020-09-11 10:17:06,18,money,6.915958255000021,49.84433000000007
182,630451627198,355,2020-09-26 13:45:38,49,money,6.915958255000021,49.84433000000007
183,630451627198,182,2020-09-22 22:12:47,43,money,6.915958255000021,49.84433000000007
184,630451627198,179,2020-09-13 20:53:46,49,money,6.915958255000021,49.84433000000007
185,630451627198,205,2020-09-13 12:45:21,43,money,6.915958255000021,49.84433000000007
186,630451627198,478,2020-09-26 22:56:39,33,money,6.915958255000021,49.84433000000007
187,630451627198,238,2020-09-29 23:12:03,26,money,6.915958255000021,49.84433000000007
188,4716654138043824,459,2020-09-11 17:32:48,46,money,119.83958500000006,-2.9294900389999725
189,4716654138043824,145,2020-09-14 13:01:59,15,money,119.83958500000006,-2.9294900389999725
190,4716654138043824,318,2020-09-18 21:53:06,11,money,119.83958500000006,-2.9294900389999725
191,4716654138043824,368,2020-09-13 21:46:49,16,money,119.83958500000006,-2.9294900389999725
192,6533978897943809,228,2020-09-20 11:54:59,2,money,-94.41174999999998,34.432240000000036
193,4390925054083,17,2020-09-14 17:12:28,40,money,-81.79168583507803,30.30215107446169
194,4390925054083,31,2020-09-29 01:02:17,50,money,-81.79168583507803,30.30215107446169
195,4390925054083,167,2020-09-10 06:39:33,29,money,-81.79168583507803,30.30215107446169
196,4390925054083,17,2020-09-19 12:44:03,20,money,-81.79168583507803,30.30215107446169
197,4390925054083,331,2020-10-03 21:20:29,2,money,-81.79168583507803,30.30215107446169
198,4390925054083,446,2020-09-27 21:37:02,33,money,-81.79168583507803,30.30215107446169
199,213112812168231,330,2020-09-23 03:52:54,33,money,-83.40388834726134,42.35781257154369
200,213112812168231,317,2020-10-06 09:56:59,30,money,-83.40388834726134,42.35781257154369
201,213112812168231,312,2020-09-17 05:02:37,15,money,-83.40388834726134,42.35781257154369
202,213112812168231,239,2020-10-01 02:25:38,37,money,-83.40388834726134,42.35781257154369
203,213112812168231,143,2020-09-14 04:00:51,9,money,-83.40388834726134,42.35781257154369
204,213112812168231,215,2020-09-09 00:27:18,7,money,-83.40388834726134,42.35781257154369
205,213112812168231,319,2020-09-20 01:17:51,15,money,-83.40388834726134,42.35781257154369
206,213112812168231,36,2020-09-12 22:23:19,23,money,-83.40388834726134,42.35781257154369
207,213112812168231,157,2020-09-17 08:33:56,35,money,-83.40388834726134,42.35781257154369
208,4975520522552801,443,2020-10-03 15:18:50,50,money,10.436435533000065,45.35195500000003
209,4975520522552801,259,2020-09-12 03:20:33,32,money,10.436435533000065,45.35195500000003
210,4975520522552801,112,2020-09-14 22:38:19,7,money,10.436435533000065,45.35195500000003
211,4975520522552801,336,2020-09-27 06:15:47,46,money,10.436435533000065,45.35195500000003
212,4975520522552801,28,2020-09-13 10:34:03,38,money,10.436435533000065,45.35195500000003
213,4975520522552801,427,2020-10-02 16:59:23,10,money,10.436435533000065,45.35195500000003
214,3571737557227121,455,2020-09-19 21:01:56,43,money,-73.17018672718572,40.8447815387258
215,3571737557227121,322,2020-09-29 09:49:57,11,money,-73.17018672718572,40.8447815387258
216,4172994796954,218,2020-09-30 06:35:45,3,money,12.095635131000051,51.44637000000006
217,4172994796954,387,2020-09-11 04:05:32,24,money,12.095635131000051,51.44637000000006
218,4172994796954,118,2020-09-25 17:56:43,31,money,12.095635131000051,51.44637000000006
219,501881728155,5,2020-09-24 13:09:24,20,money,-117.57840999999996,47.49159000000003
220,501881728155,18,2020-09-10 12:30:51,19,money,-117.57840999999996,47.49159000000003
221,501881728155,127,2020-10-03 01:22:25,36,money,-117.57840999999996,47.49159000000003
222,501881728155,314,2020-09-26 01:37:18,43,money,-117.57840999999996,47.49159000000003
223,501881728155,449,2020-09-14 07:58:58,4,money,-117.57840999999996,47.49159000000003
224,501881728155,184,2020-09-11 23:09:09,1,money,-117.57840999999996,47.49159000000003
225,501881728155,483,2020-10-03 05:48:18,10,money,-117.57840999999996,47.49159000000003
226,501881728155,184,2020-09-18 06:38:47,36,money,-117.57840999999996,47.49159000000003
227,36039922360918,304,2020-09-11 02:50:05,3,money,-73.60638999999998,-14.170649999999966
228,36039922360918,456,2020-09-11 04:33:25,49,money,-73.60638999999998,-14.170649999999966
229,36039922360918,472,2020-09-17 21:12:14,19,money,-73.60638999999998,-14.170649999999966
230,36039922360918,35,2020-09-26 03:03:18,33,money,-73.60638999999998,-14.170649999999966
231,36039922360918,487,2020-09-24 22:37:05,35,money,-73.60638999999998,-14.170649999999966
232,36039922360918,433,2020-09-29 22:53:48,3,money,-73.60638999999998,-14.170649999999966
233,36039922360918,432,2020-09-13 23:24:06,44,money,-73.60638999999998,-14.170649999999966
234,36039922360918,304,2020-10-01 06:26:25,4,money,-73.60638999999998,-14.170649999999966
235,36039922360918,464,2020-09-18 11:33:08,5,money,-73.60638999999998,-14.170649999999966
236,213103494407641,455,2020-09-09 20:05:22,8,money,-147.33110155824656,64.79080598783152
237,213103494407641,15,2020-09-11 03:45:04,35,money,-147.33110155824656,64.79080598783152
238,213103494407641,203,2020-09-24 11:52:27,6,money,-147.33110155824656,64.79080598783152
239,213103494407641,493,2020-10-02 06:06:59,43,money,-147.33110155824656,64.79080598783152
240,213103494407641,45,2020-10-02 13:26:26,14,money,-147.33110155824656,64.79080598783152
241,213103494407641,265,2020-09-17 17:36:52,33,money,-147.33110155824656,64.79080598783152
242,213103494407641,348,2020-09-21 00:56:54,33,money,-147.33110155824656,64.79080598783152
243,4522354658719824027,457,2020-10-02 05:33:19,25,money,-97.98812999999996,43.54776000000004
244,4829880104779088577,317,2020-09-19 14:34:03,8,money,9.603152729000044,51.060145000000034
245,4829880104779088577,473,2020-09-20 13:11:18,43,money,9.603152729000044,51.060145000000034
246,4829880104779088577,496,2020-10-07 18:23:09,20,money,9.603152729000044,51.060145000000034
247,2283526700772054,191,2020-10-04 03:28:42,36,money,-71.79588929999994,45.01029300000005
248,2283526700772054,191,2020-09-14 16:01:30,16,money,-71.79588929999994,45.01029300000005
249,2283526700772054,457,2020-10-06 23:57:36,41,money,-71.79588929999994,45.01029300000005
250,2283526700772054,184,2020-09-24 05:47:09,33,money,-71.79588929999994,45.01029300000005
251,2283526700772054,10,2020-10-03 04:30:09,26,money,-71.79588929999994,45.01029300000005
252,2283526700772054,420,2020-10-01 16:25:05,2,money,-71.79588929999994,45.01029300000005
253,2283526700772054,367,2020-09-10 08:00:18,46,money,-71.79588929999994,45.01029300000005
254,2283526700772054,228,2020-09-27 13:10:24,49,money,-71.79588929999994,45.01029300000005
255,2283526700772054,26,2020-09-20 19:29:17,2,money,-71.79588929999994,45.01029300000005
256,4730306097342188617,116,2020-10-04 13:55:43,30,money,-79.6786004466338,40.57380671595684
257,4730306097342188617,37,2020-09-17 13:01:43,21,money,-79.6786004466338,40.57380671595684
258,4730306097342188617,422,2020-09-23 19:12:04,43,money,-79.6786004466338,40.57380671595684
259,4730306097342188617,273,2020-09-10 06:52:10,35,money,-79.6786004466338,40.57380671595684
260,4730306097342188617,68,2020-09-20 08:39:40,5,money,-79.6786004466338,40.57380671595684
261,4730306097342188617,489,2020-10-06 22:30:22,43,money,-79.6786004466338,40.57380671595684
262,4730306097342188617,385,2020-09-14 13:16:01,22,money,-79.6786004466338,40.57380671595684
263,4730306097342188617,65,2020-10-04 22:35:28,31,money,-79.6786004466338,40.57380671595684
264,4730306097342188617,372,2020-09-19 04:56:19,22,money,-79.6786004466338,40.57380671595684
265,4730306097342188617,369,2020-09-08 20:27:08,37,money,-79.6786004466338,40.57380671595684
266,373738831984863,481,2020-09-14 12:07:26,47,money,-79.90361999999999,37.098700000000065
267,373738831984863,365,2020-09-18 11:01:53,23,money,-79.90361999999999,37.098700000000065
268,373738831984863,40,2020-10-05 20:52:48,1,money,-79.90361999999999,37.098700000000065
269,373738831984863,270,2020-09-23 01:20:04,50,money,-79.90361999999999,37.098700000000065
270,373738831984863,36,2020-09-18 15:50:07,40,money,-79.90361999999999,37.098700000000065
271,373738831984863,288,2020-09-22 01:04:00,19,money,-79.90361999999999,37.098700000000065
272,373738831984863,140,2020-10-04 05:57:00,32,money,-79.90361999999999,37.098700000000065
273,373738831984863,296,2020-09-19 14:16:09,10,money,-79.90361999999999,37.098700000000065
274,373738831984863,206,2020-09-24 00:32:11,18,money,-79.90361999999999,37.098700000000065
275,373738831984863,377,2020-09-16 14:03:43,40,money,-79.90361999999999,37.098700000000065
276,3547608989090901,59,2020-10-07 16:08:23,15,money,-85.79304576560357,30.76965858288469
277,3547608989090901,485,2020-09-23 07:00:27,28,money,-85.79304576560357,30.76965858288469
278,3547608989090901,286,2020-09-27 20:15:57,3,money,-85.79304576560357,30.76965858288469
279,3547608989090901,236,2020-09-26 19:22:46,26,money,-85.79304576560357,30.76965858288469
280,3547608989090901,198,2020-10-01 17:53:08,42,money,-85.79304576560357,30.76965858288469
281,3547608989090901,465,2020-09-21 13:18:14,1,money,-85.79304576560357,30.76965858288469
282,3547608989090901,413,2020-09-18 23:56:44,16,money,-85.79304576560357,30.76965858288469
283,572625291933,161,2020-09-24 06:10:40,11,money,-103.40488499999998,25.54138257900007
284,572625291933,12,2020-09-24 12:05:53,12,money,-103.40488499999998,25.54138257900007
285,4468668460046,26,2020-09-23 04:12:46,22,money,-88.41121303983834,33.53635380077884
286,4468668460046,248,2020-09-10 01:21:47,41,money,-88.41121303983834,33.53635380077884
287,4468668460046,332,2020-09-17 06:44:08,44,money,-88.41121303983834,33.53635380077884
288,375361003947234,16,2020-09-09 09:01:43,40,money,42.523502353000026,17.726690000000076
289,375361003947234,108,2020-09-30 00:37:05,8,money,42.523502353000026,17.726690000000076
290,375361003947234,364,2020-09-21 12:17:48,31,money,42.523502353000026,17.726690000000076
291,375361003947234,365,2020-09-10 18:42:02,10,money,42.523502353000026,17.726690000000076
292,375361003947234,399,2020-09-12 13:28:01,46,money,42.523502353000026,17.726690000000076
293,375361003947234,473,2020-10-03 13:59:48,11,money,42.523502353000026,17.726690000000076
294,4869100868651860,178,2020-09-10 05:32:25,29,money,-88.1225006723776,42.26179341258788
295,4869100868651860,4,2020-10-05 00:47:24,17,money,-88.1225006723776,42.26179341258788
296,4869100868651860,422,2020-09-21 16:22:20,17,money,-88.1225006723776,42.26179341258788
297,501890105015,249,2020-10-07 03:21:03,14,money,77.19564000000008,28.53159000000005
298,501890105015,273,2020-09-15 19:51:52,8,money,77.19564000000008,28.53159000000005
299,501890105015,231,2020-09-23 12:43:59,50,money,77.19564000000008,28.53159000000005
300,501890105015,262,2020-09-29 18:49:10,7,money,77.19564000000008,28.53159000000005
301,501890105015,239,2020-09-10 16:09:49,19,money,77.19564000000008,28.53159000000005
302,501890105015,381,2020-09-25 14:35:25,6,money,77.19564000000008,28.53159000000005
303,630483046367,449,2020-09-22 04:44:54,38,money,-80.58965961709521,35.291986334759386
304,630483046367,497,2020-10-03 03:50:12,21,money,-80.58965961709521,35.291986334759386
305,630483046367,490,2020-09-08 21:29:00,21,money,-80.58965961709521,35.291986334759386
306,630483046367,330,2020-09-21 15:39:38,10,money,-80.58965961709521,35.291986334759386
307,630483046367,19,2020-10-02 09:02:57,14,money,-80.58965961709521,35.291986334759386
308,630483046367,28,2020-09-29 16:40:32,24,money,-80.58965961709521,35.291986334759386
309,4896564712924756,407,2020-10-06 14:32:12,43,money,-111.81576999999999,40.691340000000025
310,4896564712924756,463,2020-10-02 11:04:29,32,money,-111.81576999999999,40.691340000000025
311,4896564712924756,84,2020-09-26 19:54:49,20,money,-111.81576999999999,40.691340000000025
312,4896564712924756,336,2020-09-16 22:04:50,36,money,-111.81576999999999,40.691340000000025
313,4896564712924756,368,2020-09-21 15:54:23,30,money,-111.81576999999999,40.691340000000025
314,4896564712924756,147,2020-10-02 01:15:37,32,money,-111.81576999999999,40.691340000000025
